"row_id","year","day","month","crew","crew_size","start_time","end_time","minutes","person_minutes","area","plot","road_initials","point_num","treatment_type_short","treatment_type_long","treatment_year","weather","slope","lat","long","tree_id","species","living_dead","dbh","total_height_m","crown_height_m","live_crown_ratio","crown_dieback_percent","insect_disease","browsing_damage","light_exposure","crown_position","notes"
88,2022,8,6,"GT, SA, TM, HA",4,1406,"1428",22,88,"Lakehouse","FM_BC_35","BC",35,"UNKNOWN","UNKNOWN",2010,"CLEAR","GIS",37.53417,105.388911,1,"POTR","L",36.3,10.1,5,49.5049505,0,"Y","N",5,2,""
89,2022,8,6,"GT, SA, TM, HA",4,1406,"1428",22,88,"Lakehouse","FM_BC_35","BC",35,"UNKNOWN","UNKNOWN",2010,"CLEAR","GIS",37.53417,105.388911,2,"POTR","L",29.8,7.2,2.4,33.33333333,0,"Y","N",5,3,"FIRE + MECHANICAL (FALLING TREE) DAMAGE"
90,2022,8,6,"GT, SA, TM, HA",4,1406,"1428",22,88,"Lakehouse","FM_BC_35","BC",35,"UNKNOWN","UNKNOWN",2010,"CLEAR","GIS",37.53417,105.388911,3,"POTR","D",35.2,8.4,NA,NA,NA,NA,NA,NA,NA,""
91,2022,8,6,"GT, SA, TM, HA",4,1406,"1428",22,88,"Lakehouse","FM_BC_35","BC",35,"UNKNOWN","UNKNOWN",2010,"CLEAR","GIS",37.53417,105.388911,4,"PIPO","L",46.2,12.9,10.1,78.29457364,0,"N","N",5,4,""
92,2022,8,6,"GT, SA, TM, HA",4,1406,"1428",22,88,"Lakehouse","FM_BC_35","BC",35,"UNKNOWN","UNKNOWN",2010,"CLEAR","GIS",37.53417,105.388911,5,"PSME","L",49,15.4,7.1,46.1038961,0,"N","N",5,4,""
93,2022,8,6,"GT, SA, TM, HA",4,1313,"1326",13,52,"Lakehouse","FM_BC_21","BC",21,"UNKNOWN","UNKNOWN",2009,"CLEAR","GIS",37.54203,105.3934021,1,"PIPO","L",51.1,14.6,7.3,50,0,"N","N",5,4,""
94,2022,8,6,"GT, SA, TM, HA",4,1313,"1326",13,52,"Lakehouse","FM_BC_21","BC",21,"UNKNOWN","UNKNOWN",2009,"CLEAR","GIS",37.54203,105.3934021,2,"PIPO","L",43,15.5,10,64.51612903,0,"N","N",5,4,""
95,2022,8,6,"GT, SA, TM, HA",4,1313,"1326",13,52,"Lakehouse","FM_BC_21","BC",21,"UNKNOWN","UNKNOWN",2009,"CLEAR","GIS",37.54203,105.3934021,3,"PIPO","L",51,17.6,11.9,67.61363636,0,"N","N",5,4,""
96,2022,8,6,"GT, SA, TM, HA",4,1313,"1326",13,52,"Lakehouse","FM_BC_21","BC",21,"UNKNOWN","UNKNOWN",2009,"CLEAR","GIS",37.54203,105.3934021,4,"PIPO","L",42.1,11.2,8.5,75.89285714,0,"N","N",5,4,""
97,2022,8,6,"GT, SA, TM, HA",4,1313,"1326",13,52,"Lakehouse","FM_BC_21","BC",21,"UNKNOWN","UNKNOWN",2009,"CLEAR","GIS",37.54203,105.3934021,5,"PIPO","L",42,11.2,8.5,75.89285714,0,"N","N",5,4,""
98,2022,8,6,"GT, SA, TM, HA",4,1113,"1129",16,64,"Lakehouse","FM_LHP_20","LHP",20,"UNKNOWN","UNKNOWN",2009,"CLEAR","GIS",37.547452,105.390471,1,"PIPO","L",35.3,14,7.4,52.85714286,0,"N","Y",5,4,""
99,2022,8,6,"GT, SA, TM, HA",4,1113,"1129",16,64,"Lakehouse","FM_LHP_20","LHP",20,"UNKNOWN","UNKNOWN",2009,"CLEAR","GIS",37.547452,105.390471,2,"PSME","L",32.8,14.9,9.5,63.75838926,0,"N","N",4,4,""
100,2022,8,6,"GT, SA, TM, HA",4,1113,"1129",16,64,"Lakehouse","FM_LHP_20","LHP",20,"UNKNOWN","UNKNOWN",2009,"CLEAR","GIS",37.547452,105.390471,3,"PSME","L",29,15,9.6,64,0,"Y","N",4,4,""
101,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,1,"PIPO","L",37.8,14.8,6.6,44.59459459,0,"N","N",4,2,""
102,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,2,"JUSC","L",17.4,4.9,3.1,63.26530612,0,"Y","N",3,3,""
103,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,3,"JUSC","L",12.3,4,2.7,67.5,0,"Y","N",3,3,""
104,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,4,"JUSC","L",13.5,4.5,3.5,77.77777778,0,"N","N",3,3,""
105,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,5,"PIPO","L",46,16.3,10.9,66.87116564,0,"N","N",5,2,""
106,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,6,"PIPO","L",27.7,14.7,7.5,51.02040816,0,"N","N",3,2,""
107,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,7,"PIPO","L",36,12.9,8.1,62.79069767,0,"N","N",3,2,""
108,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,8,"PIPO","L",31.8,14.7,8.1,55.10204082,0,"N","N",3,2,""
109,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,9,"PIPO","L",37.8,16.6,10.4,62.65060241,0,"N","N",3,2,""
110,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,10,"PIPO","L",32.5,11,6.7,60.90909091,0,"N","N",3,2,""
111,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,11,"PIPO","L",36.6,13.7,8.8,64.23357664,0,"N","N",3,2,""
112,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,12,"PIPO","L",27.6,14.8,8.4,56.75675676,0,"N","N",4,2,""
113,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,13,"PIPO","L",33.9,16,11,68.75,0,"N","N",4,2,""
114,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,14,"PIPO","L",29.3,14.8,8,54.05405405,0,"N","N",4,2,""
115,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,15,"PIPO","L",43.8,17.9,11.2,62.5698324,0,"N","N",3,2,""
116,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,16,"PIPO","L",29,8,5.1,63.75,5,"N","N",2,3,""
117,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,17,"PIPO","L",16,7.1,4.9,69.01408451,0,"N","N",5,4,""
118,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,18,"PIPO","L",40,15.6,8.3,53.20512821,0,"N","N",3,2,""
119,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,19,"PIPO","L",46.6,16.3,6.8,41.71779141,0,"N","N",3,2,""
120,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,20,"PIPO","L",22.4,6.8,3.2,47.05882353,0,"N","N",2,3,""
121,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,21,"PIPO","L",32.2,14.9,8.3,55.70469799,5,"N","N",4,2,""
122,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,22,"PIPO","L",30.5,13.2,7.8,59.09090909,0,"N","N",1,2,""
123,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,23,"PSME","L",26.1,8.9,5.9,66.29213483,5,"Y","N",2,3,""
124,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,24,"PIPO","L",27.8,14.2,11.3,79.57746479,5,"N","N",5,2,""
125,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,25,"PIPO","L",45.5,16.6,9.7,58.43373494,0,"N","Y",5,2,""
126,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,26,"PIPO","L",32.2,15.9,8.3,52.20125786,0,"N","N",3,2,""
127,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,27,"PIPO","L",11.5,4.2,2,47.61904762,0,"Y","N",1,3,""
128,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,28,"PIPO","L",40.8,13.2,10.6,80.3030303,5,"N","N",5,2,""
129,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,29,"PIPO","L",11,2.9,0.4,13.79310345,5,"N","N",5,3,""
130,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,30,"PIPO","L",27.2,12.3,9.4,76.42276423,0,"N","N",4,2,""
131,2022,14,6,"GT, SA, TM",3,1254,"1339",45,135,"Lakehouse","FM_PL_46","PL",46,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR","6.5",37.533229,105.403367,31,"PIPO","L",43.3,15.8,11.5,72.78481013,0,"N","Y",5,4,""
132,2022,14,6,"GT, SA, TM",3,1400,"1416",16,48,"Lakehouse","FM_PL_47","PL",47,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR, WINDY","4.8",37.531461,105.399494,1,"PIPO","L",38.2,16.1,10,62.11180124,0,"N","N",5,4,"MECHANICAL DAMAGE"
133,2022,14,6,"GT, SA, TM",3,1400,"1416",16,48,"Lakehouse","FM_PL_47","PL",47,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR, WINDY","4.8",37.531461,105.399494,2,"PIPO","L",34.8,16.8,4.3,25.5952381,0,"N","Y",4,2,""
134,2022,14,6,"GT, SA, TM",3,1400,"1416",16,48,"Lakehouse","FM_PL_47","PL",47,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR, WINDY","4.8",37.531461,105.399494,3,"PIPO","L",38.3,17.2,8.1,47.09302326,0,"N","N",4,2,""
135,2022,14,6,"GT, SA, TM",3,1400,"1416",16,48,"Lakehouse","FM_PL_47","PL",47,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR, WINDY","4.8",37.531461,105.399494,4,"PIPO","L",41.3,16.1,7.8,48.44720497,0,"N","N",4,2,""
136,2022,14,6,"GT, SA, TM",3,1400,"1416",16,48,"Lakehouse","FM_PL_47","PL",47,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR, WINDY","4.8",37.531461,105.399494,5,"PIPO","L",47.3,16,12.9,80.625,0,"N","N",4,2,"BROWSE?"
137,2022,14,6,"GT, SA, TM",3,1400,"1416",16,48,"Lakehouse","FM_PL_47","PL",47,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR, WINDY","4.8",37.531461,105.399494,6,"PIPO","L",52.2,17.3,11.8,68.20809249,0,"N","N",4,2,""
138,2022,14,6,"GT, SA, TM",3,1400,"1416",16,48,"Lakehouse","FM_PL_47","PL",47,"REMOVE","REMOVE ALMOST ALL CONIFER FROM THE RIPARIAN AREA AND RETAIN CW/AS. IN CLEANUP PORTION REMOVE WHITE FIR AND CBS AND MISTLETOE PP",2015,"CLEAR, WINDY","4.8",37.531461,105.399494,7,"PIPO","L",58.2,17.2,11.7,68.02325581,0,"N","N",4,2,""
139,2022,14,6,"GT, SA, TM",3,1500,"1515",15,45,"Lakehouse","FM_CH_68","CH",68,"THIN FROM BELOW","THIN FROM BELOW",2019,"WINDY, SUNNY, 80","2.2",37.529866,105.415871,1,"PSME","L",40,13.5,10.5,77.77777778,0,"Y","N",5,2,""
140,2022,14,6,"GT, SA, TM",3,1500,"1515",15,45,"Lakehouse","FM_CH_68","CH",68,"THIN FROM BELOW","THIN FROM BELOW",2019,"WINDY, SUNNY, 80","2.2",37.529866,105.415871,2,"PSME","L",40.8,11.8,6.6,55.93220339,25,"Y","N",5,2,""
141,2022,14,6,"GT, SA, TM",3,1500,"1515",15,45,"Lakehouse","FM_CH_68","CH",68,"THIN FROM BELOW","THIN FROM BELOW",2019,"WINDY, SUNNY, 80","2.2",37.529866,105.415871,3,"PSME","L",36.8,10.1,8.8,87.12871287,0,"Y","N",5,4,"BUDWORM"
142,2022,14,6,"GT, SA, TM",3,1500,"1515",15,45,"Lakehouse","FM_CH_68","CH",68,"THIN FROM BELOW","THIN FROM BELOW",2019,"WINDY, SUNNY, 80","2.2",37.529866,105.415871,4,"PSME","L",47,13.7,10.9,79.5620438,0,"N","N",5,4,""
143,2022,13,6,"GT, SA, TM, HA",4,911,"930",19,76,"Lakehouse","FM_BH_38","BH",38,"SALVAGE","SALVAGE",2010,"CLEAR, WINDY","1.4",37.544715,105.408756,1,"PSME","D",21.2,2.6,NA,NA,NA,NA,NA,NA,NA,""
144,2022,13,6,"GT, SA, TM, HA",4,911,"930",19,76,"Lakehouse","FM_BH_38","BH",38,"SALVAGE","SALVAGE",2010,"CLEAR, WINDY","1.4",37.544715,105.408756,2,"PSME","L",30.5,10.9,7.8,71.55963303,0,"Y","N",5,4,""
145,2022,13,6,"GT, SA, TM, HA",4,911,"930",19,76,"Lakehouse","FM_BH_38","BH",38,"SALVAGE","SALVAGE",2010,"CLEAR, WINDY","1.4",37.544715,105.408756,3,"PSME","L",27,12.9,7.8,60.46511628,5,"Y","N",5,4,"EPICORMIC SPROUTING"
146,2022,13,6,"GT, SA, TM, HA",4,911,"930",19,76,"Lakehouse","FM_BH_38","BH",38,"SALVAGE","SALVAGE",2010,"CLEAR, WINDY","1.4",37.544715,105.408756,4,"PSME","L",46.8,15.8,9,56.96202532,0,"N","N",5,4,""
147,2022,13,6,"GT, SA, TM, HA",4,911,"930",19,76,"Lakehouse","FM_BH_38","BH",38,"SALVAGE","SALVAGE",2010,"CLEAR, WINDY","1.4",37.544715,105.408756,5,"POTR","L",31,10.9,3.9,35.77981651,0,"Y","Y",5,4,""
148,2022,13,6,"GT, SA, TM, HA",4,911,"930",19,76,"Lakehouse","FM_BH_38","BH",38,"SALVAGE","SALVAGE",2010,"CLEAR, WINDY","1.4",37.544715,105.408756,6,"POTR","L",19.8,8.5,1.1,12.94117647,0,"Y","Y",5,4,"TENT CATERPILLARS"
149,2022,13,6,"GT, SA, TM, HA",4,911,"930",19,76,"Lakehouse","FM_BH_38","BH",38,"SALVAGE","SALVAGE",2010,"CLEAR, WINDY","1.4",37.544715,105.408756,7,"PSME","D",14.8,2.3,NA,NA,NA,NA,NA,NA,NA,""
150,2022,13,6,"GT, SA, TM, HA",4,911,"930",19,76,"Lakehouse","FM_BH_38","BH",38,"SALVAGE","SALVAGE",2010,"CLEAR, WINDY","1.4",37.544715,105.408756,8,"PSME","L",29.1,10.9,3.2,29.35779817,0,NA,NA,5,4,"EPICORMIC SPROUTING"
151,2022,13,6,"GT, SA, TM, HA",4,949,"1000",11,44,"Lakehouse","FM_BH_42","BH",42,"SHELTERWOOD","SHELTERWOOD",2019,"CLEAR, SUNNY","5.8",37.538501,105.401394,1,"PSME","L",35.3,14,9.3,66.42857143,0,"Y","N",5,4,"EVIDENCE OF BUDWORM"
152,2022,13,6,"GT, SA, TM, HA",4,949,"1000",11,44,"Lakehouse","FM_BH_42","BH",42,"SHELTERWOOD","SHELTERWOOD",2019,"CLEAR, SUNNY","5.8",37.538501,105.401394,2,"PSME","L",29,12.8,6.2,48.4375,0,"Y","N",5,4,"EVIDENCE OF BUDWORM"
153,2022,13,6,"GT, SA, TM, HA",4,949,"1000",11,44,"Lakehouse","FM_BH_42","BH",42,"SHELTERWOOD","SHELTERWOOD",2019,"CLEAR, SUNNY","5.8",37.538501,105.401394,3,"PIPO","L",30.7,10.7,8,74.76635514,0,"N","N",5,4,"EVIDENCE OF BUDWORM"
154,2022,13,6,"GT, SA, TM, HA",4,949,"1000",11,44,"Lakehouse","FM_BH_42","BH",42,"SHELTERWOOD","SHELTERWOOD",2019,"CLEAR, SUNNY","5.8",37.538501,105.401394,4,"PSME","L",45.2,19.4,17.2,88.65979381,0,"N","N",5,4,"EVIDENCE OF BUDWORM"
155,2022,13,6,"GT, SA, TM, HA",4,949,"1000",11,44,"Lakehouse","FM_BH_42","BH",42,"SHELTERWOOD","SHELTERWOOD",2019,"CLEAR, SUNNY","5.8",37.538501,105.401394,5,"PSME","L",13.3,5.4,4.8,88.88888889,0,"N","N",5,4,"EVIDENCE OF BUDWORM"
156,2022,13,6,"GT, SA, TM, HA",4,1018,"1044",26,104,"Lakehouse","FM_BH_45","BH",45,"UNKNOWN","UNKNOWN",2009,"CLEAR, WINDY","6.6",37.536116,105.403367,1,"PIPO","L",55.9,16.8,10,59.52380952,0,"N","N",4,2,""
157,2022,13,6,"GT, SA, TM, HA",4,1018,"1044",26,104,"Lakehouse","FM_BH_45","BH",45,"UNKNOWN","UNKNOWN",2009,"CLEAR, WINDY","6.6",37.536116,105.403367,2,"POTR","L",35.6,11.9,7.5,63.02521008,15,"N","Y",5,2,""
158,2022,13,6,"GT, SA, TM, HA",4,1018,"1044",26,104,"Lakehouse","FM_BH_45","BH",45,"UNKNOWN","UNKNOWN",2009,"CLEAR, WINDY","6.6",37.536116,105.403367,3,"PSME","L",30.5,13.3,7.8,58.64661654,0,"N","N",4,2,""
159,2022,13,6,"GT, SA, TM, HA",4,1018,"1044",26,104,"Lakehouse","FM_BH_45","BH",45,"UNKNOWN","UNKNOWN",2009,"CLEAR, WINDY","6.6",37.536116,105.403367,4,"PSME","L",24.8,10.6,9.8,92.45283019,0,"N","N",5,3,""
160,2022,13,6,"GT, SA, TM, HA",4,1018,"1044",26,104,"Lakehouse","FM_BH_45","BH",45,"UNKNOWN","UNKNOWN",2009,"CLEAR, WINDY","6.6",37.536116,105.403367,5,"ABCO","L",18,11.4,11.2,98.24561404,0,"Y","N",5,3,""
161,2022,13,6,"GT, SA, TM, HA",4,1018,"1044",26,104,"Lakehouse","FM_BH_45","BH",45,"UNKNOWN","UNKNOWN",2009,"CLEAR, WINDY","6.6",37.536116,105.403367,6,"ABCO","L",10.4,4.4,4.4,100,0,"Y","N",5,2,""
162,2022,13,6,"GT, SA, TM, HA",4,1018,"1044",26,104,"Lakehouse","FM_BH_45","BH",45,"UNKNOWN","UNKNOWN",2009,"CLEAR, WINDY","6.6",37.536116,105.403367,7,"PSME","D",15.2,1.8,NA,NA,NA,"Y","N",NA,NA,""
163,2022,13,6,"GT, SA, TM, HA",4,1018,"1044",26,104,"Lakehouse","FM_BH_45","BH",45,"UNKNOWN","UNKNOWN",2009,"CLEAR, WINDY","6.6",37.536116,105.403367,8,"PSME","D",15.2,2.6,NA,NA,NA,"Y","N",NA,NA,""
164,2022,13,6,"GT, SA, TM, HA",4,1018,"1044",26,104,"Lakehouse","FM_BH_45","BH",45,"UNKNOWN","UNKNOWN",2009,"CLEAR, WINDY","6.6",37.536116,105.403367,9,"PSME","D",11.5,1.8,NA,NA,NA,"Y","N",NA,NA,""
